"","Id","Screen_Name","Text","Time","Type","Retweeted_Id","Retweeted_Screen_Name","Reply_To_Id","Reply_To_Screen_Name","Deliveries","Total_Impressions","Retweets","Retweet_Impressions","Replies","Reply_Impressions","Tweet_URL","User_URL","dates","newrt"
"28",39448132840456192,"Socialism","RT @jan15egy: #Libya #Fab17 #Tripoli Caller on BBC, Sounds of gun fire inside #Gadaffi palace area. Rumors that he has fled to #Venezuela",2011-02-20 22:15:00,"Retweet",39445905711177728,"jan15egy",NA,NA,286,286,0,0,0,0,"http://twitter.com/Socialism/status/39448132840456192","http://twitter.com/Socialism","2011-02-20",2011-02-20 22:00:00
"29",39448155351293952,"dantrix88","RT @tweetminster: Al Jazeera: A Libyan Diplomat in Beijing has resigned, & claims Gaddafi has left #Libya for Venezuela #feb17 (via @Sul ...",2011-02-20 22:15:00,"Retweet",39448046156644352,"tweetminster",NA,NA,436,436,0,0,0,0,"http://twitter.com/dantrix88/status/39448155351293953","http://twitter.com/dantrix88","2011-02-20",2011-02-20 22:00:00
"30",39448175349600256,"TimJarman","RT @tweetminster: Al Jazeera: A Libyan Diplomat in Beijing has resigned, & claims Gaddafi has left #Libya for Venezuela #feb17 (via @Sul ...",2011-02-20 22:15:00,"Retweet",39448046156644352,"tweetminster",NA,NA,302,302,0,0,0,0,"http://twitter.com/TimJarman/status/39448175349600256","http://twitter.com/TimJarman","2011-02-20",2011-02-20 22:00:00
"31",39448195771801600,"letEReva","RT @jordipc: Un diplomático libio en Pekín que ha abandonado el régimen dice en Al Jazeera que Muamar Gadafi está en Venezuela (!) via @ ...",2011-02-20 22:15:00,"Retweet",39447933992701952,"jordipc",NA,NA,102,102,0,0,0,0,"http://twitter.com/letEReva/status/39448195771801601","http://twitter.com/letEReva","2011-02-20",2011-02-20 22:00:00
"32",39448198846222336,"martinGZM","RT@SultanAlQassemi  Hussein Sadeq Al Misurati, Libyan Diplomat in Beijing live on air: Muamar Gaddafi has left Libya & departed to Venezuela",2011-02-20 22:15:00,"Retweet",NA,NA,NA,NA,130,130,0,0,0,0,"http://twitter.com/martinGZM/status/39448198846222336","http://twitter.com/martinGZM","2011-02-20",2011-02-20 22:00:00
"33",39448249119158272,"TiagoDF","RT @abdu: Libyan dipolmat in Beijing to AJ: Muammar Gaddafi left for Venezuela #Libya #Feb17",2011-02-20 22:16:00,"Retweet",NA,NA,NA,NA,712,712,0,0,0,0,"http://twitter.com/TiagoDF/status/39448249119158272","http://twitter.com/TiagoDF","2011-02-20",2011-02-20 22:00:00
"34",39448259365838848,"chazzpm","RT @Jazza_Laho: Gaddafi aurait quitté la Libye en direction de Venezuela selon un diplomate libyen à Pekin sur Aljazeera #Libya #Libye",2011-02-20 22:16:00,"Retweet",NA,NA,NA,NA,392,411,1,19,0,0,"http://twitter.com/chazzpm/status/39448259365838848","http://twitter.com/chazzpm","2011-02-20",2011-02-20 22:00:00
"35",39448268689645568,"TheJewgro","RT @NorthernL: 2nd time I hear #Gaddafi left #Libya. Former Libyan ambassador to china says Gaddafi left to Venezuela",2011-02-20 22:16:00,"Retweet",39447589757788160,"NorthernL",NA,NA,72,72,0,0,0,0,"http://twitter.com/TheJewgro/status/39448268689645568","http://twitter.com/TheJewgro","2011-02-20",2011-02-20 22:00:00
"36",39448272196083712,"KarimDiaz","RT @jordipc: Un diplomático libio en Pekín que ha abandonado el régimen dice en Al Jazeera que Muamar Gadafi está en Venezuela (!) via @ ...",2011-02-20 22:16:00,"Retweet",39447933992701952,"jordipc",NA,NA,96,96,0,0,0,0,"http://twitter.com/KarimDiaz/status/39448272196083712","http://twitter.com/KarimDiaz","2011-02-20",2011-02-20 22:00:00
"37",39448290474983424,"ulfkleinau","RT @iyad_elbaghdadi: Libyan diplomat live on Aljazeera says #Gaddafi has left #Libya towards Venezuela, says it will be confirmed soon!  ...",2011-02-20 22:16:00,"Retweet",39448092000395264,"iyad_elbaghdadi",NA,NA,37,37,0,0,0,0,"http://twitter.com/ulfkleinau/status/39448290474983424","http://twitter.com/ulfkleinau","2011-02-20",2011-02-20 22:00:00
"38",39448295487053824,"nickg101","RT @tweetminster: Al Jazeera: A Libyan Diplomat in Beijing has resigned, & claims Gaddafi has left #Libya for Venezuela #feb17 (via @Sul ...",2011-02-20 22:16:00,"Retweet",39448046156644352,"tweetminster",NA,NA,71,71,0,0,0,0,"http://twitter.com/nickg101/status/39448295487053824","http://twitter.com/nickg101","2011-02-20",2011-02-20 22:00:00
"39",39448322028732416,"TomHeadLovesYou","RT @abdu: Libyan dipolmat in Beijing to AJ: Muammar Gaddafi left for Venezuela #Libya #Feb17",2011-02-20 22:16:00,"Retweet",39448202402992128,"abdu",NA,NA,773,773,0,0,0,0,"http://twitter.com/TomHeadLovesYou/status/39448322028732416","http://twitter.com/TomHeadLovesYou","2011-02-20",2011-02-20 22:00:00
"40",39448391075373056,"mattwilliamson","RT @iyad_elbaghdadi: Libyan diplomat live on Aljazeera says #Gaddafi has left #Libya towards Venezuela, says it will be confirmed soon!  ...",2011-02-20 22:16:00,"Retweet",39448092000395264,"iyad_elbaghdadi",NA,NA,3227,3227,0,0,0,0,"http://twitter.com/mattwilliamson/status/39448391075373056","http://twitter.com/mattwilliamson","2011-02-20",2011-02-20 22:00:00
"41",39448401166876672,"Lord_Wanhoop","RT @iyad_elbaghdadi: Libyan diplomat live on Aljazeera says #Gaddafi has left #Libya towards Venezuela, says it will be confirmed soon!  ...",2011-02-20 22:16:00,"Retweet",39448092000395264,"iyad_elbaghdadi",NA,NA,143,143,0,0,0,0,"http://twitter.com/Lord_Wanhoop/status/39448401166876672","http://twitter.com/Lord_Wanhoop","2011-02-20",2011-02-20 22:00:00
"42",39448409605808128,"knowbuddhau","RT @iyad_elbaghdadi: Libyan diplomat live on Aljazeera says #Gaddafi has left #Libya towards Venezuela, says it will be confirmed soon!  ...",2011-02-20 22:16:00,"Retweet",39448092000395264,"iyad_elbaghdadi",NA,NA,283,283,0,0,0,0,"http://twitter.com/knowbuddhau/status/39448409605808128","http://twitter.com/knowbuddhau","2011-02-20",2011-02-20 22:00:00
"43",39448537544671232,"jacksonadigbolo","RT @virtualactivism: This Libyan diplomat is claiming Gaddafi fled to Venezuela and that one of his sons is in ctrl now in #libya #aljazeera",2011-02-20 22:17:00,"Retweet",39447600360853504,"virtualactivism",NA,NA,21,21,0,0,0,0,"http://twitter.com/jacksonadigbolo/status/39448537544671233","http://twitter.com/jacksonadigbolo","2011-02-20",2011-02-20 22:00:00
"44",39448559749169152,"jeanetterolie","RT @chazzpm: RT @Jazza_Laho: Gaddafi aurait quitté la Libye en direction de Venezuela selon un diplomate libyen à Pekin sur Aljazeera #L ...",2011-02-20 22:17:00,"Retweet",39448259365838848,"chazzpm",NA,NA,19,19,0,0,0,0,"http://twitter.com/jeanetterolie/status/39448559749169152","http://twitter.com/jeanetterolie","2011-02-20",2011-02-20 22:00:00
"45",39448563494830080,"damoto","RT @ikerarmentia RT @SultanAlQassemi Al Jazeera: Libyan Diplomat live on air: Muamar Gaddafi has left Libya & departed to Venezuela",2011-02-20 22:17:00,"Retweet",NA,NA,NA,NA,1097,4824,6,3727,0,0,"http://twitter.com/damoto/status/39448563494830080","http://twitter.com/damoto","2011-02-20",2011-02-20 22:00:00
"46",39448564845391872,"jmcesteves","RT @SultanAlQassemi AJ: Hussein Sadeq Al Misurati, Libyan Diplomat in Beijing live on air: Muamar Gaddafi left Libya & departed to Venezuela",2011-02-20 22:17:00,"Retweet",NA,NA,39447407284596736,"SultanAlQassemi",1453,1635,1,182,0,0,"http://twitter.com/jmcesteves/status/39448564845391872","http://twitter.com/jmcesteves","2011-02-20",2011-02-20 22:00:00
"47",39448586823532544,"ziad63","RT @abdu: Libyan dipolmat in Beijing to AJ: Muammar Gaddafi left for Venezuela #Libya #Feb17",2011-02-20 22:17:00,"Retweet",39448202402992128,"abdu",NA,NA,146,146,0,0,0,0,"http://twitter.com/ziad63/status/39448586823532544","http://twitter.com/ziad63","2011-02-20",2011-02-20 22:00:00
"48",39448603437178880,"imafreedomlover","RT @tololy: #Libya diplomat, Musrati, from Beijing: I have news that Gaddafi has left to #Venezuela. Via AjArabic.",2011-02-20 22:17:00,"Retweet",39448305649991680,"tololy",NA,NA,6,6,0,0,0,0,"http://twitter.com/imafreedomlover/status/39448603437178880","http://twitter.com/imafreedomlover","2011-02-20",2011-02-20 22:00:00
"49",39448607891525632,"shaistaAziz","RT @SultanAlQassemi Al Jazeera: Hussein Sadeq Al Misurati, Libyan Diplomat in Beijing: ""Gaddafi has left #Libya & departed to Venezuela""",2011-02-20 22:17:00,"Retweet",NA,NA,NA,NA,523,523,0,0,0,0,"http://twitter.com/shaistaAziz/status/39448607891525632","http://twitter.com/shaistaAziz","2011-02-20",2011-02-20 22:00:00
"50",39448624173821952,"soniati","RT @tweetminster: Al Jazeera: A Libyan Diplomat in Beijing has resigned, & claims Gaddafi has left #Libya for Venezuela #feb17 (via @Sul ...",2011-02-20 22:17:00,"Retweet",39448046156644352,"tweetminster",NA,NA,49,49,0,0,0,0,"http://twitter.com/soniati/status/39448624173821952","http://twitter.com/soniati","2011-02-20",2011-02-20 22:00:00
"51",39448628477034496,"AlbertoNardelli","RT @tweetminster: Al Jazeera: A Libyan Diplomat in Beijing has resigned, & claims Gaddafi has left #Libya for Venezuela #feb17 (via @Sul ...",2011-02-20 22:17:00,"Retweet",39448046156644352,"tweetminster",NA,NA,5117,5117,0,0,0,0,"http://twitter.com/AlbertoNardelli/status/39448628477034496","http://twitter.com/AlbertoNardelli","2011-02-20",2011-02-20 22:00:00
"52",39448630830174208,"ak7an","RT @iyad_elbaghdadi: Libyan diplomat live on Aljazeera says #Gaddafi has left #Libya towards Venezuela, says it will be confirmed soon!  ...",2011-02-20 22:17:00,"Retweet",39448092000395264,"iyad_elbaghdadi",NA,NA,70,70,0,0,0,0,"http://twitter.com/ak7an/status/39448630830174208","http://twitter.com/ak7an","2011-02-20",2011-02-20 22:00:00
"53",39448634198069248,"ROKCalifornia1","RT @abdu: Libyan dipolmat in Beijing to AJ: Muammar Gaddafi left for Venezuela #Libya #Feb17",2011-02-20 22:17:00,"Retweet",39448202402992128,"abdu",NA,NA,46,46,0,0,0,0,"http://twitter.com/ROKCalifornia1/status/39448634198069248","http://twitter.com/ROKCalifornia1","2011-02-20",2011-02-20 22:00:00
"54",39448638044372992,"mike_brader","RT @tweetminster: Al Jazeera: A Libyan Diplomat in Beijing has resigned, & claims Gaddafi has left #Libya for Venezuela #feb17 (via @Sul ...",2011-02-20 22:17:00,"Retweet",39448046156644352,"tweetminster",NA,NA,42,42,0,0,0,0,"http://twitter.com/mike_brader/status/39448638044372992","http://twitter.com/mike_brader","2011-02-20",2011-02-20 22:00:00
"55",39448683250585600,"astroehlein","RT @abdu: Libyan dipolmat in Beijing to AJ: Muammar Gaddafi left for Venezuela #Libya #Feb17",2011-02-20 22:17:00,"Retweet",NA,NA,NA,NA,827,927,1,100,0,0,"http://twitter.com/astroehlein/status/39448683250585600","http://twitter.com/astroehlein","2011-02-20",2011-02-20 22:00:00
"56",39448687734296576,"0ranj","RT @iyad_elbaghdadi: Libyan diplomat live on Aljazeera says #Gaddafi has left #Libya towards Venezuela, says it will be confirmed soon!  ...",2011-02-20 22:17:00,"Retweet",39448092000395264,"iyad_elbaghdadi",NA,NA,173,173,0,0,0,0,"http://twitter.com/0ranj/status/39448687734296576","http://twitter.com/0ranj","2011-02-20",2011-02-20 22:00:00
"57",39448693736345600,"Aelroy","RT @Ahetch: Gaddafi is escaping  to Venezuela. #Libya #Feb17. Rumors?",2011-02-20 22:17:00,"Retweet",39447814178078720,"Ahetch",NA,NA,144,144,0,0,0,0,"http://twitter.com/Aelroy/status/39448693736345600","http://twitter.com/Aelroy","2011-02-20",2011-02-20 22:00:00
"58",39448711608279040,"Sarah_Hayward","RT @tweetminster: Al Jazeera: A Libyan Diplomat in Beijing has resigned, & claims Gaddafi has left #Libya for Venezuela #feb17 (via @Sul ...",2011-02-20 22:18:00,"Retweet",39448046156644352,"tweetminster",NA,NA,710,710,0,0,0,0,"http://twitter.com/Sarah_Hayward/status/39448711608279040","http://twitter.com/Sarah_Hayward","2011-02-20",2011-02-20 22:00:00
"59",39448743334002688,"johntabin","RT @Tharwacolamus: Defecting Libyan Diplomat says Gaddafi left to Venezuela #Feb17",2011-02-20 22:18:00,"Retweet",NA,NA,NA,NA,430,430,0,0,0,0,"http://twitter.com/johntabin/status/39448743334002688","http://twitter.com/johntabin","2011-02-20",2011-02-20 22:00:00
"60",39448756759826432,"Blanquito_Amor","RT @iyad_elbaghdadi: Libyan diplomat live on Aljazeera says #Gaddafi has left #Libya towards Venezuela, says it will be confirmed soon!  ...",2011-02-20 22:18:00,"Retweet",39448092000395264,"iyad_elbaghdadi",NA,NA,361,361,0,0,0,0,"http://twitter.com/Blanquito_Amor/status/39448756759826432","http://twitter.com/Blanquito_Amor","2011-02-20",2011-02-20 22:00:00
"61",39448782613643264,"TurboKitty","RT @tweetminster: Al Jazeera: A Libyan Diplomat in Beijing has resigned, & claims Gaddafi has left #Libya for Venezuela #feb17 (via @Sul ...",2011-02-20 22:18:00,"Retweet",39448046156644352,"tweetminster",NA,NA,1008,1008,0,0,0,0,"http://twitter.com/TurboKitty/status/39448782613643264","http://twitter.com/TurboKitty","2011-02-20",2011-02-20 22:00:00
"62",39448818248323072,"ArtClipsDesign","RT @iyad_elbaghdadi: Libyan diplomat live on Aljazeera says #Gaddafi has left #Libya towards Venezuela, says it will be confirmed soon!  ...",2011-02-20 22:18:00,"Retweet",39448092000395264,"iyad_elbaghdadi",NA,NA,87,87,0,0,0,0,"http://twitter.com/ArtClipsDesign/status/39448818248323072","http://twitter.com/ArtClipsDesign","2011-02-20",2011-02-20 22:00:00
"63",39448830055428096,"23lies","RT @tweetminster: Al Jazeera: A Libyan Diplomat in Beijing has resigned, & claims Gaddafi has left #Libya for Venezuela #feb17 (via @Sul ...",2011-02-20 22:18:00,"Retweet",39448046156644352,"tweetminster",NA,NA,158,158,0,0,0,0,"http://twitter.com/23lies/status/39448830055428096","http://twitter.com/23lies","2011-02-20",2011-02-20 22:00:00
"64",39448837781200896,"ticklerton","RT @iyad_elbaghdadi: Libyan diplomat live on Aljazeera says #Gaddafi has left #Libya towards Venezuela, says it will be confirmed soon!  ...",2011-02-20 22:18:00,"Retweet",39448092000395264,"iyad_elbaghdadi",NA,NA,37,37,0,0,0,0,"http://twitter.com/ticklerton/status/39448837781200896","http://twitter.com/ticklerton","2011-02-20",2011-02-20 22:00:00
"65",39448857959989248,"lelaBos","RT @iyad_elbaghdadi: Libyan diplomat live on Aljazeera says #Gaddafi has left #Libya towards Venezuela, says it will be confirmed soon!  ...",2011-02-20 22:18:00,"Retweet",39448092000395264,"iyad_elbaghdadi",NA,NA,42,42,0,0,0,0,"http://twitter.com/lelaBos/status/39448857959989248","http://twitter.com/lelaBos","2011-02-20",2011-02-20 22:00:00
"66",39448867514744832,"libyafreedomnew","Breaking News:. Eye witness Says tht the privet airplane of Al-Gadafi is take of frm Tripoli air port and heading to Venezuela  RT",2011-02-20 22:18:00,"Retweet",NA,NA,NA,NA,59,59,0,0,0,0,"http://twitter.com/libyafreedomnew/status/39448867514744832","http://twitter.com/libyafreedomnew","2011-02-20",2011-02-20 22:00:00
"67",39448888956030976,"newsfromdani","RT @abdu: Libyan dipolmat in Beijing to AJ: Muammar Gaddafi left for Venezuela #Libya #Feb17",2011-02-20 22:18:00,"Retweet",39448202402992128,"abdu",NA,NA,142,142,0,0,0,0,"http://twitter.com/newsfromdani/status/39448888956030976","http://twitter.com/newsfromdani","2011-02-20",2011-02-20 22:00:00
"68",39448923995258880,"bechter","RT @astroehlein: RT @abdu: Libyan dipolmat in Beijing to AJ: Muammar Gaddafi left for Venezuela #Libya #Feb17",2011-02-20 22:18:00,"Retweet",39448683250585600,"astroehlein",NA,NA,100,100,0,0,0,0,"http://twitter.com/bechter/status/39448923995258880","http://twitter.com/bechter","2011-02-20",2011-02-20 22:00:00
"69",39448944144687104,"nipclaw","RT @tweetminster: Al Jazeera: A Libyan Diplomat in Beijing has resigned, & claims Gaddafi has left #Libya for Venezuela #feb17 (via @Sul ...",2011-02-20 22:18:00,"Retweet",39448046156644352,"tweetminster",NA,NA,2335,2335,0,0,0,0,"http://twitter.com/nipclaw/status/39448944144687104","http://twitter.com/nipclaw","2011-02-20",2011-02-20 22:00:00
"70",39448952235491328,"fdelatorreb","RT @jordipc: Un diplomático libio en Pekín que ha abandonado el régimen dice en Al Jazeera que Muamar Gadafi está en Venezuela (!) via @ ...",2011-02-20 22:18:00,"Retweet",39447933992701952,"jordipc",NA,NA,138,138,0,0,0,0,"http://twitter.com/fdelatorreb/status/39448952235491328","http://twitter.com/fdelatorreb","2011-02-20",2011-02-20 22:00:00
"71",39449025174306816,"CenteredPols","RT @SultanAlQassemi: Al Jazeera: Hussein Sadeq Al Misurati, Lib Diplomat in Beijing live on air:Muamar Gaddafi has left Libya&departd 2Venez",2011-02-20 22:19:00,"Retweet",NA,NA,NA,NA,1146,3457,1,2311,0,0,"http://twitter.com/CenteredPols/status/39449025174306816","http://twitter.com/CenteredPols","2011-02-20",2011-02-20 22:00:00
