row,topic1,topic2,topic3,topic4,topic5
8228.0,0.0514384684227,0.0510001327565,0.795200151988,0.0507326640877,0.0516285827456
13146.0,0.0407021204233,0.0409194832332,0.836636072784,0.0403586538742,0.0413836696857
16303.0,0.0339519146368,0.0336904999906,0.0339210931238,0.0342429677776,0.864193524471
21408.0,0.89804738411,0.0253279029987,0.0254913121613,0.025650066393,0.0254833343374
36312.0,0.726199487902,0.0677045233502,0.068342110261,0.0689247580795,0.0688291204073
37319.0,0.0295181102261,0.0290326998945,0.883164671307,0.0291075013215,0.0291770172513
51754.0,0.0229466167667,0.0225690630845,0.0228425859165,0.0226805068566,0.908961227376
55159.0,0.0227694236299,0.0224269228108,0.909517967382,0.0225936083981,0.022692077779
66580.0,0.0293259942495,0.0289499393359,0.0290585493472,0.0294317193594,0.883233797708
68639.0,0.0686122633095,0.0681508077696,0.0683742634088,0.067866589832,0.72699607568
71214.0,0.0341036903567,0.0339141205287,0.0338552330682,0.520924705618,0.377202250428
75477.0,0.0511294040868,0.0508822092432,0.0509729671101,0.0505577289015,0.796457690658
77695.0,0.0686151980875,0.0681500947457,0.0683584086554,0.067866134269,0.727010164242
79132.0,0.931145825647,0.016899423168,0.0171015618316,0.0177222940439,0.0171308953094
81278.0,0.0229279007787,0.379755670446,0.551877216826,0.0225468013559,0.022892410593
81361.0,0.0513614440873,0.0520450320261,0.0515201492326,0.050757900873,0.794315473781
81497.0,0.0513601172818,0.0519681606671,0.0515186066801,0.0507573490769,0.794395766294
81667.0,0.0512510914389,0.0509151405548,0.0507918868671,0.0505621340454,0.796479747094
82029.0,0.0686330965886,0.0681511175823,0.0683647476885,0.0678667772716,0.726984260869
82498.0,0.86372426138,0.033846649926,0.034302796778,0.0340681339639,0.0340581579518
92938.0,0.0410002581613,0.0413310177552,0.0409984312934,0.366675216953,0.509995075837
92949.0,0.0409679800752,0.0411871654028,0.834754079479,0.0406096556969,0.0424811193462
97721.0,0.883493105467,0.0288406059097,0.0292688916289,0.0289236454267,0.0294737515674
101218.0,0.0686186005697,0.0681506771196,0.0683656682594,0.0678664828085,0.726998571243
114095.0,0.0514725269104,0.0506756855959,0.0510702021959,0.0505626010222,0.796218984276
116087.0,0.020666140842,0.020248885406,0.639527617242,0.29908489153,0.0204724649805
118347.0,0.0292975336541,0.0291562741164,0.883492970594,0.0288744747295,0.0291787469055
120403.0,0.837265216069,0.0405523949648,0.0407366390326,0.040542447627,0.0409033023071
120807.0,0.0339941631372,0.0341038834901,0.0342569920605,0.0337296442939,0.863915317018
121075.0,0.836381657211,0.0409365871315,0.0408427267049,0.0406084222844,0.0412306066681
121204.0,0.836364120164,0.0409368565662,0.04084293879,0.0406085537249,0.0412475307552
121566.0,0.068581713053,0.72539137892,0.0688853698089,0.0676529341508,0.0694886040678
122005.0,0.0346233589233,0.0338595264614,0.86323513272,0.0339001234774,0.034381858418
123002.0,0.941584306965,0.0144752336411,0.0146493153503,0.0146653241083,0.0146258199358
123791.0,0.05130633759,0.0509549094367,0.0510982069894,0.795241539811,0.0513990061727
123834.0,0.0408068251322,0.0412290161155,0.040922636622,0.0404369367253,0.836604585405
124041.0,0.0686124484747,0.0681501204501,0.06836014131,0.0678661427651,0.727011147
124287.0,0.0339943071143,0.0341040655165,0.0342705983611,0.0337297104842,0.863901318524
124668.0,0.0509778422544,0.0507259182442,0.0510118019392,0.0505553772635,0.796729060299
124907.0,0.613254725363,0.0226023886369,0.0227946599346,0.318868960144,0.0224792659219
125179.0,0.0339973690245,0.0338918651427,0.0350353038088,0.0334941586742,0.86358130335
125270.0,0.0342917955368,0.86267156419,0.034676783146,0.0338932183762,0.0344666387514
125681.0,0.0230059266739,0.0225727669952,0.357765718762,0.0227713796988,0.57388420787
125981.0,0.0254490981557,0.0255091376111,0.025557795858,0.266844374047,0.656639594328
126578.0,0.0290465165039,0.0296333780099,0.0293758589907,0.0290153486354,0.88292889786
126620.0,0.685857197639,0.252441401829,0.0205158722067,0.0205820007444,0.0206035275811
126641.0,0.033946788515,0.0336961658245,0.0347919804601,0.0335543913431,0.864010673857
126794.0,0.0292384767907,0.0290490299835,0.0296579685338,0.028883135723,0.883171388969
127035.0,0.0343051988425,0.033992129855,0.863768589239,0.0338999722396,0.0340341098239
127129.0,0.0338451117372,0.863969470122,0.0342132639293,0.0337012472406,0.0342709069707
127189.0,0.0347751220291,0.0340010589215,0.0346931158435,0.0350577263523,0.861472976854
127212.0,0.0338449528319,0.86399118596,0.0342037341605,0.0337011483733,0.0342589786739
127383.0,0.0290465818936,0.0296485751875,0.0293760129198,0.0290154018519,0.882913428147
127834.0,0.0339744188691,0.0337056305937,0.034128746161,0.0335837207216,0.864607483655
127929.0,0.0296984524695,0.029082729231,0.0294214081484,0.881818104491,0.0299793056603
128012.0,0.025594528575,0.0252471689067,0.0252846222859,0.898645684864,0.0252279953686
128057.0,0.025593416167,0.0252471651612,0.0252846180629,0.898646808402,0.025227992207
128914.0,0.388070523568,0.0255096933174,0.0253705912993,0.535293240689,0.0257559511256
129192.0,0.0339971501317,0.0338916877693,0.0349845921716,0.0334941185421,0.863632451385
129728.0,0.863614140994,0.0341533415377,0.034376116143,0.0336704427666,0.0341859585589
129953.0,0.0256096783658,0.0252472172295,0.0252846761024,0.898630392064,0.0252280362385
130156.0,0.0408401580923,0.0405168554341,0.0410449094809,0.0408317973282,0.836766279664
130472.0,0.0346910693048,0.0344054478516,0.0340782634633,0.0344212472592,0.862403972121
131391.0,0.0255943031941,0.0252471681508,0.0252846214386,0.898645912486,0.0252279947306
131494.0,0.0256076869507,0.025247211103,0.0252846693276,0.898632401569,0.0252280310496
131587.0,0.0255963036096,0.0252471748117,0.0252846289244,0.898643892299,0.0252280003549
133463.0,0.883183924128,0.0289936817617,0.0293777676862,0.0293257091838,0.0291189172399
134606.0,0.941592026731,0.0144752170652,0.0146493483401,0.0146576279183,0.014625779945
134689.0,0.882649937599,0.0290979190588,0.0293804935181,0.0289768998697,0.0298947499549
134721.0,0.837209391149,0.0405528691485,0.0407363317854,0.0405429457062,0.0409584622112
135574.0,0.837251289449,0.0405525214683,0.0407361026863,0.0405425880232,0.0409174983731
137803.0,0.837263575569,0.0405524198096,0.0407392043023,0.0405425272051,0.0409022731141
147186.0,0.0339803276141,0.034381224827,0.863569580728,0.0338513423298,0.034217524501
147359.0,0.0290462758068,0.0292995280158,0.883459325555,0.028933361478,0.0292615091438
149445.0,0.0290462762174,0.0293009040713,0.883459338683,0.0289333607967,0.0292601202315
152106.0,0.0685949759124,0.0672274724817,0.0680297130211,0.0671060211891,0.729041817396
153108.0,0.0339814625656,0.0339869509135,0.0339512462837,0.303888535428,0.59419180481
153575.0,0.83647432406,0.0405130700389,0.0413470958551,0.0406413746002,0.0410241354456
154345.0,0.0686860166398,0.0681539037225,0.0683708481918,0.0678681349522,0.726921096494
155403.0,0.837267709577,0.0405523372425,0.0407353004294,0.0405423951394,0.0409022576117
162707.0,0.83725962424,0.0405524547946,0.040736775253,0.0405424969568,0.0409086487555
163440.0,0.864253919608,0.0336364763447,0.0341167146094,0.033585049849,0.0344078395893
163942.0,0.621083573024,0.0410264091785,0.0412290918308,0.25557204462,0.041088881347
164080.0,0.883489595118,0.0291593983238,0.0290118640361,0.0292138297297,0.0291253127926
164526.0,0.0345795289338,0.0340253901533,0.307183775996,0.590014266151,0.0341970387664
169928.0,0.0512289407669,0.0507757614875,0.0515160113384,0.0505655668899,0.795913719517
171682.0,0.586255043215,0.103258340573,0.103258351931,0.102792684203,0.104435580078
174738.0,0.0512293783055,0.0507761433486,0.0515521801646,0.0505658145582,0.795876483623
175294.0,0.0510061067716,0.0510560075112,0.0506408564199,0.796375337276,0.0509216920212
175705.0,0.0512546357382,0.0512198121438,0.0509168091976,0.050560746397,0.796047996523
177394.0,0.614596825712,0.0155857257258,0.015656374177,0.338490578216,0.0156704961697
177502.0,0.0336635476443,0.0340589531483,0.863972955654,0.0335559458241,0.0347485977298
180266.0,0.0292112654643,0.0291275099365,0.0292767005565,0.0288154701117,0.883569053931
180648.0,0.0408300964261,0.0405095559987,0.0411086576653,0.0404135235108,0.837138166399
180720.0,0.721157573938,0.0201597996298,0.217772758991,0.0205195999256,0.0203902675157
180723.0,0.0345369986512,0.033895456204,0.0343541962351,0.303954392501,0.593258956409
180874.0,0.0204350328952,0.0204104631728,0.0204862236201,0.0201895483389,0.918478731973
180949.0,0.0508051377678,0.0517737370641,0.0515582137382,0.0503927209739,0.795470190456
180979.0,0.029055554508,0.0289542039989,0.0294384962488,0.0302479353698,0.882303809874
181032.0,0.0228072660387,0.0237014357644,0.0226091353976,0.0226113179336,0.908270844866
181131.0,0.0226394591897,0.577895427962,0.0228803008097,0.0230714953358,0.353513316702
181702.0,0.101484262338,0.593668197699,0.102402657749,0.100652935563,0.10179194665
181844.0,0.0681751012135,0.727824462433,0.0678272928805,0.0675930972783,0.0685800461951
181996.0,0.0341310218053,0.0341452504514,0.0340749839815,0.0336932680359,0.863955475726
