"","Id","Screen_Name","Original_Text","Time","Type","Retweeted_Id","Retweeted_Screen_Name","Reply_To_Id","Reply_To_Screen_Name","Deliveries","Total_Impressions","Retweets","Retweet_Impressions","Replies","Reply_Impressions","Tweet_URL","User_URL","dates","row","newt"
"1",39836792257511424,"Pacinthe","Was that really Gaddafi's 'speech?' So unclear. ""I'm not in Venezuela, I'm in Libya, with the [dogs?]"" What does that even mean? #Libya",2011-02-22 00:00:00,"Regular",NA,NA,NA,NA,164,164,0,0,0,0,"http://twitter.com/Pacinthe/status/39836792257511425","http://twitter.com/Pacinthe","2011-02-22",400251,2011-02-22
"2",39836848587022336,"cubapuertorico","#cuba #venezuela Vice-ministro libio desmiente que Gadafi haya huido a Venezuela:   SCZ Globo... http://bit.ly/fGXsa3 #OZT #RespetenDDHH",2011-02-22 00:00:00,"Regular",NA,NA,NA,NA,127,127,0,0,0,0,"http://twitter.com/cubapuertorico/status/39836848587022337","http://twitter.com/cubapuertorico","2011-02-22",400297,2011-02-22
"3",39836922805362688,"elimarch","Ahora el rumor es q Gadafi está en Venezuela??? Eramos muchos y parió la abuela......",2011-02-22 00:00:00,"Regular",NA,NA,NA,NA,120,120,0,0,0,0,"http://twitter.com/elimarch/status/39836922805362688","http://twitter.com/elimarch","2011-02-22",400347,2011-02-22
"4",39836932750053376,"esteban_jrr","a quién le extrañaría que Gaddafi se encuentre en Venezuela ¿no?",2011-02-22 00:00:00,"Regular",NA,NA,NA,NA,33,33,0,0,0,0,"http://twitter.com/esteban_jrr/status/39836932750053376","http://twitter.com/esteban_jrr","2011-02-22",400352,2011-02-22
"5",39837082784366592,"BrakingNews","Libya leader Gaddafi says on State TV that he is not in Venezuela as rumored, but in Tripoli - CNN",2011-02-22 00:01:00,"Regular",NA,NA,NA,NA,2166,2166,0,0,0,0,"http://twitter.com/BrakingNews/status/39837082784366593","http://twitter.com/BrakingNews","2011-02-22",400461,2011-02-22
"6",39837093697945600,"Henry_Kissinger","I understand Gaddafi will refute malicious rumors he has fled Libya on a special broadcast on Venezuelan State Television.",2011-02-22 00:01:00,"Regular",NA,NA,NA,NA,4513,15449,23,10936,0,0,"http://twitter.com/Henry_Kissinger/status/39837093697945600","http://twitter.com/Henry_Kissinger","2011-02-22",400471,2011-02-22
"7",39837177810649088,"smithcryan","Libya: Colonel Gaddafi 'flees' to Venezuela as cities fall to protesters - Telegraph http://t.co/OkD0EmB via @Telegraph",2011-02-22 00:01:00,"Regular",NA,NA,NA,NA,58,58,0,0,0,0,"http://twitter.com/smithcryan/status/39837177810649088","http://twitter.com/smithcryan","2011-02-22",400535,2011-02-22
"8",39837241735909376,"channel2news","#Gaddafi: I'm in Tripoly, not in Venezuela",2011-02-22 00:01:00,"Regular",NA,NA,NA,NA,4621,4621,0,0,0,0,"http://twitter.com/channel2news/status/39837241735909376","http://twitter.com/channel2news","2011-02-22",400596,2011-02-22
"9",39837367678275584,"tjandthetux","""Report: Gadafi headed to Venezuela after the military opens fire on it’s people."" - Elvis has left the... http://tumblr.com/xa01ksbi2h",2011-02-22 00:02:00,"Regular",NA,NA,NA,NA,359,359,0,0,0,0,"http://twitter.com/tjandthetux/status/39837367678275584","http://twitter.com/tjandthetux","2011-02-22",400688,2011-02-22
"10",39837444773912576,"jsmn","@rckjnsn @txtbreed dat gaat ghadaffi ook helemaal niet doen. als hij gaat, gaat hij naar zijn vriendje hugo in venezuela.",2011-02-22 00:02:00,"Reply",NA,NA,39836280615337984,"rckjnsn",1,1,0,0,0,0,"http://twitter.com/jsmn/status/39837444773912576","http://twitter.com/jsmn","2011-02-22",400739,2011-02-22
"11",39837518623019008,"arbolioto","British Foreign Minister William Hague wrongly implicates Venezuela in flight of Gaddafi",2011-02-22 00:02:00,"Regular",NA,NA,NA,NA,204,204,0,0,0,0,"http://twitter.com/arbolioto/status/39837518623019008","http://twitter.com/arbolioto","2011-02-22",400778,2011-02-22
"12",39837535383457792,"pilotjerry","y los jetones q decian q gaddafi estaba en venezuela ahora q diran....leopoldo habla q no te escucho marddddddiiiiitooooo",2011-02-22 00:03:00,"Regular",NA,NA,NA,NA,67,67,0,0,0,0,"http://twitter.com/pilotjerry/status/39837535383457793","http://twitter.com/pilotjerry","2011-02-22",400786,2011-02-22
"13",39837674277842944,"MartinThuer","CNN hatte gerade Gaddafi mit Schirm, angeblich aus lybischem TV. 'I'm not in Venezuela, I'm still here'",2011-02-22 00:03:00,"Regular",NA,NA,NA,NA,1360,1360,0,0,0,0,"http://twitter.com/MartinThuer/status/39837674277842944","http://twitter.com/MartinThuer","2011-02-22",400879,2011-02-22
"14",39837788111249408,"pais_libre","No a la llegada del asesino a nuestro pais! RT @codigovenezuela: Gaddafi ya está aquí en #Venezuela- http://bit.ly/edrP3M",2011-02-22 00:04:00,"Regular",NA,NA,NA,NA,1166,1166,0,0,0,0,"http://twitter.com/pais_libre/status/39837788111249408","http://twitter.com/pais_libre","2011-02-22",400956,2011-02-22
"15",39837790644609024,"kkanobi","“@deCespedes: I do wonder where all these dictators are going to go?Too hot for comfort in Venezuela for Gadafi?They need to buy an island!”",2011-02-22 00:04:00,"Regular",NA,NA,NA,NA,1,1,0,0,0,0,"http://twitter.com/kkanobi/status/39837790644609024","http://twitter.com/kkanobi","2011-02-22",400957,2011-02-22
"16",39837914212868096,"algandi88","Barbas en remojo? ===&gt;En Bahréin el rey ordenó la liberación de detenidos chiítas http://bit.ly/hOZBZw #Venezuela #Gaddafi",2011-02-22 00:04:00,"Regular",NA,NA,NA,NA,207,207,0,0,0,0,"http://twitter.com/algandi88/status/39837914212868097","http://twitter.com/algandi88","2011-02-22",401048,2011-02-22
"17",39838012196134912,"gamalloneira","Menos mal, Gaddafi no está en Venezuela.  Ningún país debería darle asilo por mucha ""amistad"" que tengan sus dirigentes con ese señor.",2011-02-22 00:04:00,"Regular",NA,NA,NA,NA,16,16,0,0,0,0,"http://twitter.com/gamalloneira/status/39838012196134912","http://twitter.com/gamalloneira","2011-02-22",401123,2011-02-22
"18",39838020224024576,"yovivoenlaplaya","@HenryBravo89 solo en canales internacionales aca en venezuela no han querido hablar del tema por q segun gadafi venia a venezuela",2011-02-22 00:04:00,"Reply",NA,NA,39826155532062720,"HenryBravo89",1,1,0,0,0,0,"http://twitter.com/yovivoenlaplaya/status/39838020224024576","http://twitter.com/yovivoenlaplaya","2011-02-22",401147,2011-02-22
